CódigoItem,Descricao,Cidade Entrega,UF,Data Emissão NF,Valor
27601630239,LILTURYDO_ 65 AC,Bebedouro,SP,2020-01-24,57726.0000000
25475440236,LILTURYDO_MIW 25,Pirassununga,SP,2015-09-14,28623.1914000
22558630231,LILTURYDO_RW-65T,Pirassununga,SP,2016-10-19,60818.5800000
28600260239,LILTURYDO_ 40 AC,Pirassununga,SP,2020-05-22,47304.0000000
31337900242,LOIHEDORY_ BPN ),Itápolis,SP,2015-09-04,25254.2610000
19418150228,VERTICYL _ICCOLA,Itápolis,SP,2019-08-13,29565.0000000
19613080228,VERTICYL _ICCOLA,Taquaritinga,SP,2018-06-08,36933.3000000
40520920251,LILTURYDO_O 2015,Uberlândia,MG,2015-09-16,51193.0800000
24509080234,DIOKRIBUI_ 45 SC,Uberlândia,MG,2016-09-22,31040.8200000
28600880239,LILTURYDO_ 25 AC,Uberlândia,MG,2017-02-20,46326.6000000
27620600239,LILTURYDO_ RW-65,Uberlândia,MG,2018-07-05,58388.5800000
27630120239,LILTURYDO_ 65 AC,Uberlândia,MG,2018-10-17,60440.5800000
22599870241,LYNCYDORY_NIZADA,Uberlândia,MG,2019-02-27,61290.0000000
28628530239,LILTURYDO_ 40 AC,Uberlândia,MG,2019-09-19,48762.0000000
32641170241,LILTURYDO_W-110T,Uberlândia,MG,2020-03-25,80724.6000000
25692160237,LILTURYDO_IW 100,Uberlândia,MG,2020-06-29,71657.6922000
22558630231,LILTURYDO_RW-65T,Ituiutaba,MG,2016-09-30,56952.1800000
23405260232,LILTURYDO_W-110T,Ituiutaba,MG,2016-10-07,84653.6400000
25609370237,LILTURYDO_IW 100,Ituiutaba,MG,2017-05-17,70018.0200000
25624390237,LILTURYDO_IW 100,Ituiutaba,MG,2017-09-27,66559.3200000
24609310234,DIOKRIBUI_ 75 SC,Ituiutaba,MG,2017-11-21,42784.2000000
27602330239,LILTURYDO_ RW-65,Ituiutaba,MG,2018-03-08,55383.5880000
20601120231,LOIHEDORY_ 180AP,Ituiutaba,MG,2018-03-14,28611.3600000
27602330239,LILTURYDO_ RW-65,Ituiutaba,MG,2018-06-29,58460.4000000
27600800239,LILTURYDO_ RW-85,Ituiutaba,MG,2018-10-02,66540.9600000
25372010237,LILTURYDO_IW 150,Ituiutaba,MG,2019-01-29,108925.5600000
30660920239,LILTURYDO_ RW-65,Ituiutaba,MG,2019-04-10,50436.0000000
28666900240,LILTURYDO_RW-85T,Ituiutaba,MG,2019-08-23,71463.6000000
28650990240,LILTURYDO_RW-65T,Ituiutaba,MG,2019-10-25,57888.0000000
24623530236,LILTURYDO_MIW 65,Ituiutaba,MG,2020-05-21,43264.2600000
27477740241,LILTURYDO_INI 16,Frutal,MG,2015-07-10,21816.0000000
22407570231,LILTURYDO_RW-85T,Frutal,MG,2015-10-02,63126.0000000
37425400248,LILTURYDO_HIDR.1,Frutal,MG,2016-09-05,316386.0000000
22407570231,LILTURYDO_RW-85T,Frutal,MG,2016-10-06,76707.0000000
30623510239,LILTURYDO_ RW-85,Frutal,MG,2017-10-31,73478.3400000
25617980236,LILTURYDO_MIW 40,Frutal,MG,2018-06-25,37676.5452000
25372010237,LILTURYDO_IW 150,Frutal,MG,2018-09-19,92001.4200000
25372010237,LILTURYDO_IW 150,Frutal,MG,2018-11-19,92001.4200000
10599860229,LYNCYDORY_C-8511,Frutal,MG,2019-05-16,62985.6000000
24666710234,DIOKRIBUI_ 75 SC,Frutal,MG,2019-09-05,39437.8200000
27687790239,LILTURYDO_ 65 AC,São Paulo,SP,2020-04-15,59670.0000000
27462680238,LOIHEDORY_ SUPER,Recife,PE,2016-07-26,17660.1600000
19418150228,VERTICYL _ICCOLA,Recife,PE,2016-12-20,24496.5600000
19418150228,VERTICYL _ICCOLA,Recife,PE,2016-12-20,24496.5600000
19418150228,VERTICYL _ICCOLA,Recife,PE,2017-06-20,29192.4000000
40520980252,LILTURYDO_O 2016,Paragominas,PA,2016-08-08,97200.0000000
24471600236,LILTURYDO_MIW 80,Pontes e Lacerda,MT,2015-12-10,48924.0000000
22556650231,LILTURYDO_RW-110,Pontes e Lacerda,MT,2016-12-21,85836.7800000
28629550240,LILTURYDO_RW-110,Pontes e Lacerda,MT,2018-03-20,85721.7600000
28650990240,LILTURYDO_RW-65T,Pontes e Lacerda,MT,2018-10-26,56430.0000000
29639600241,LILTURYDO_W-110T,Pontes e Lacerda,MT,2018-10-26,87480.0000000
24649260236,LILTURYDO_MIW 65,Pontes e Lacerda,MT,2019-04-23,43578.0000000
27628240239,LILTURYDO_ RW-85,Pontes e Lacerda,MT,2019-04-30,70065.0000000
27628240239,LILTURYDO_ RW-85,Pontes e Lacerda,MT,2019-04-30,70065.0000000
22407570231,LILTURYDO_RW-85T,Cáceres,MT,2015-12-10,59581.9800000
24509080234,DIOKRIBUI_ 45 SC,Cáceres,MT,2016-01-08,28687.5000000
25473950236,LILTURYDO_MIW 40,Cáceres,MT,2016-07-06,39028.3380000
22556650231,LILTURYDO_RW-110,Cáceres,MT,2016-09-09,87045.3000000
21541760231,DIOKRIBUI_DER 20,Cáceres,MT,2016-11-22,15408.9000000
27602330239,LILTURYDO_ RW-65,Cáceres,MT,2018-11-19,63099.0000000
24622910236,LILTURYDO_MIW 80,Cáceres,MT,2019-01-25,54135.0000000
24509080234,DIOKRIBUI_ 45 SC,Tangará da Serra,MT,2015-05-13,27459.0000000
23405260232,LILTURYDO_W-110T,Tangará da Serra,MT,2015-05-20,67816.4400000
23405260232,LILTURYDO_W-110T,Tangará da Serra,MT,2015-11-23,77007.2400000
24474120233,VERTICYL _A 2013,Tangará da Serra,MT,2015-12-09,30240.0000000
37458030248,LILTURYDO_HIDR.1,Tangará da Serra,MT,2016-02-23,321126.1200000
24474120233,VERTICYL _A 2013,Tangará da Serra,MT,2016-08-19,31365.1440000
20576880231,LILTURYDO_RW-150,Tangará da Serra,MT,2016-10-11,128045.8800000
21422470232,LILTURYDO_W-175T,Tangará da Serra,MT,2017-01-18,160321.4478000
27600800239,LILTURYDO_ RW-85,Tangará da Serra,MT,2017-05-17,67241.1510000
27600800239,LILTURYDO_ RW-85,Tangará da Serra,MT,2017-06-29,66540.9600000
28600170240,LILTURYDO_RW-110,Tangará da Serra,MT,2017-09-12,86644.0800000
27600800239,LILTURYDO_ RW-85,Tangará da Serra,MT,2017-12-22,60938.4600000
27627430239,LILTURYDO_ RW-85,Tangará da Serra,MT,2017-12-22,62639.4600000
27631460239,LILTURYDO_ RW-85,Tangará da Serra,MT,2018-02-23,73765.6578000
27600800239,LILTURYDO_ RW-85,Tangará da Serra,MT,2018-06-27,72900.0000000
32641170241,LILTURYDO_W-110T,Tangará da Serra,MT,2018-06-27,78840.0000000
29652310241,LILTURYDO_W-110T,Tangará da Serra,MT,2018-11-21,99997.2000000
29652310241,LILTURYDO_W-110T,Tangará da Serra,MT,2018-11-21,99997.2000000
40520920251,LILTURYDO_O 2015,Campo Novo do Parecis,MT,2015-10-21,51840.0000000
23405260232,LILTURYDO_W-110T,Campo Novo do Parecis,MT,2016-06-22,79650.0000000
22556650231,LILTURYDO_RW-110,Campo Novo do Parecis,MT,2016-08-31,87045.3000000
27602330239,LILTURYDO_ RW-65,Sapezal,MT,2017-09-26,53568.0000000
22407570231,LILTURYDO_RW-85T,Juara,MT,2015-11-23,59581.9800000
21558710230,LILTURYDO_ RW-85,Juara,MT,2016-10-10,68968.7460000
21541760231,DIOKRIBUI_DER 20,Juara,MT,2016-11-22,12288.7800000
27462310238,LOIHEDORY_ SUPER,São Carlos,SP,2018-01-17,28080.0000000
24474120233,VERTICYL _A 2013,Patos de Minas,MG,2015-04-24,31320.0000000
40469860251,LILTURYDO_O 2013,Patos de Minas,MG,2015-05-08,46683.0000000
40469860251,LILTURYDO_O 2013,Patos de Minas,MG,2015-05-08,46683.0000000
23405260232,LILTURYDO_W-110T,Patos de Minas,MG,2015-06-16,71280.0000000
25473950236,LILTURYDO_MIW 40,Patos de Minas,MG,2015-06-16,36639.0000000
40469860251,LILTURYDO_O 2013,Patos de Minas,MG,2015-07-10,47763.0000000
40520920251,LILTURYDO_O 2015,Patos de Minas,MG,2015-08-26,50139.0000000
40520920251,LILTURYDO_O 2015,Patos de Minas,MG,2015-09-16,50139.0000000
24474120233,VERTICYL _A 2013,Patos de Minas,MG,2015-09-16,29446.2000000
28473540239,LILTURYDO_ 25 CR,Patos de Minas,MG,2015-10-22,37330.2000000
32520880251,LYNCYDORY_. 2015,Patos de Minas,MG,2015-11-17,45312.8040000
24474120233,VERTICYL _A 2013,Patos de Minas,MG,2015-12-11,29441.9880000
25473950236,LILTURYDO_MIW 40,Patos de Minas,MG,2016-01-21,36639.0000000
23405260232,LILTURYDO_W-110T,Patos de Minas,MG,2016-04-28,81082.0800000
27477740241,LILTURYDO_INI 16,Patos de Minas,MG,2016-06-23,24175.8000000
28473540239,LILTURYDO_ 25 CR,Patos de Minas,MG,2016-06-30,40362.1272000
27462680238,LOIHEDORY_ SUPER,Patos de Minas,MG,2016-07-06,17885.8800000
27477740241,LILTURYDO_INI 16,Patos de Minas,MG,2016-07-27,23923.8144000
40520920251,LILTURYDO_O 2015,Patos de Minas,MG,2016-07-27,57384.7200000
28520900239,LILTURYDO_ 25 AC,Patos de Minas,MG,2016-08-10,43533.6120000
28520900239,LILTURYDO_ 25 AC,Patos de Minas,MG,2016-09-20,45347.5800000
43388850255,LILTURYDO_ANDARD,Patos de Minas,MG,2016-10-04,50498.1594000
24509080234,DIOKRIBUI_ 45 SC,Patos de Minas,MG,2016-10-10,30576.3552000
27462680238,LOIHEDORY_ SUPER,Patos de Minas,MG,2016-10-10,17040.4290000
37520940249,LILTURYDO_. 2015,Patos de Minas,MG,2016-10-10,64036.9800000
27462680238,LOIHEDORY_ SUPER,Patos de Minas,MG,2016-10-28,17040.4290000
28520900239,LILTURYDO_ 25 AC,Patos de Minas,MG,2016-10-28,43533.6120000
40520920251,LILTURYDO_O 2015,Patos de Minas,MG,2016-11-29,57384.7200000
28520900239,LILTURYDO_ 25 AC,Patos de Minas,MG,2017-01-10,43533.7200000
40520920251,LILTURYDO_O 2015,Patos de Minas,MG,2017-01-10,57384.7200000
27462680238,LOIHEDORY_ SUPER,Patos de Minas,MG,2017-01-13,16358.8032000
37520940249,LILTURYDO_. 2015,Patos de Minas,MG,2017-02-16,65343.0348000
21422470232,LILTURYDO_W-175T,Patos de Minas,MG,2017-03-09,154800.7200000
27600650238,LOIHEDORY_ SUPER,Patos de Minas,MG,2017-03-09,15363.0000000
28600300239,LILTURYDO_ 40 AC,Patos de Minas,MG,2017-03-21,51645.6108000
28600220239,LILTURYDO_ 25 AC,Patos de Minas,MG,2017-03-30,39180.2400000
28600220239,LILTURYDO_ 25 AC,Patos de Minas,MG,2017-03-30,39180.2400000
27600650238,LOIHEDORY_ SUPER,Patos de Minas,MG,2017-04-25,15363.0000000
28600300239,LILTURYDO_ 40 AC,Patos de Minas,MG,2017-05-05,55053.0000000
19418150228,VERTICYL _ICCOLA,Patos de Minas,MG,2017-05-11,26761.8600000
29454180240,LILTURYDO_35E CR,Patos de Minas,MG,2017-05-11,32400.0000000
40469860251,LILTURYDO_O 2013,Patos de Minas,MG,2017-05-11,36907.9200000
40469860251,LILTURYDO_O 2013,Patos de Minas,MG,2017-05-23,36907.9200000
21541760231,DIOKRIBUI_DER 20,Patos de Minas,MG,2017-05-23,14023.8000000
24519600234,DIOKRIBUI_ 75 SC,Patos de Minas,MG,2017-05-23,39852.0000000
28600300239,LILTURYDO_ 40 AC,Patos de Minas,MG,2017-06-02,55053.0000000
20601950231,LOIHEDORY_ 150AP,Patos de Minas,MG,2017-06-08,24117.4800000
19418150228,VERTICYL _ICCOLA,Patos de Minas,MG,2017-07-13,26761.8276000
28600300239,LILTURYDO_ 40 AC,Patos de Minas,MG,2017-07-27,50760.0000000
28600300239,LILTURYDO_ 40 AC,Patos de Minas,MG,2017-07-31,52287.6600000
28616030240,LILTURYDO_RW-85T,Patos de Minas,MG,2017-07-31,76999.6800000
27600650238,LOIHEDORY_ SUPER,Patos de Minas,MG,2017-08-03,17561.3400000
19613060228,VERTICYL _ICCOLA,Patos de Minas,MG,2017-08-03,34825.6800000
28600300239,LILTURYDO_ 40 AC,Patos de Minas,MG,2017-08-10,52287.6600000
19622290228,VERTICYL _ICCOLA,Patos de Minas,MG,2017-08-17,37269.1800000
28616030240,LILTURYDO_RW-85T,Patos de Minas,MG,2017-08-17,76999.6800000
27601640239,LILTURYDO_ 65 AC,Patos de Minas,MG,2017-08-22,65448.0000000
27601640239,LILTURYDO_ 65 AC,Patos de Minas,MG,2017-08-29,65448.0000000
28600300239,LILTURYDO_ 40 AC,Patos de Minas,MG,2017-09-12,52287.6600000
28623390240,LILTURYDO_RW-85T,Patos de Minas,MG,2017-09-18,82350.0000000
25453920237,LILTURYDO_IW 120,Patos de Minas,MG,2017-10-31,70351.2000000
19613080228,VERTICYL _ICCOLA,Patos de Minas,MG,2017-11-06,35912.1600000
25453920237,LILTURYDO_IW 120,Patos de Minas,MG,2017-11-14,70351.2000000
28600220239,LILTURYDO_ 25 AC,Patos de Minas,MG,2018-01-31,43530.4800000
21608100231,DIOKRIBUI_DER 20,Patos de Minas,MG,2018-02-05,16402.6836000
27630120239,LILTURYDO_ 65 AC,Patos de Minas,MG,2018-02-05,60685.7400000
28600220239,LILTURYDO_ 25 AC,Patos de Minas,MG,2018-02-14,43530.4800000
28628530239,LILTURYDO_ 40 AC,Patos de Minas,MG,2018-02-20,50050.9800000
28628530239,LILTURYDO_ 40 AC,Patos de Minas,MG,2018-02-28,50050.9800000
27601640239,LILTURYDO_ 65 AC,Patos de Minas,MG,2018-02-28,60685.7400000
28628530239,LILTURYDO_ 40 AC,Patos de Minas,MG,2018-03-23,50050.9800000
28633130239,LILTURYDO_ 25 AC,Patos de Minas,MG,2018-03-27,41422.6008000
28628530239,LILTURYDO_ 40 AC,Patos de Minas,MG,2018-03-27,50050.9800000
27602330239,LILTURYDO_ RW-65,Patos de Minas,MG,2018-04-02,53017.4916000
28600220239,LILTURYDO_ 25 AC,Patos de Minas,MG,2018-04-06,40808.8800000
28600220239,LILTURYDO_ 25 AC,Patos de Minas,MG,2018-04-06,40808.8800000
24608330234,DIOKRIBUI_ 45 SC,Patos de Minas,MG,2018-04-09,30950.1000000
27600800239,LILTURYDO_ RW-85,Patos de Minas,MG,2018-05-04,67275.3600000
28628530239,LILTURYDO_ 40 AC,Patos de Minas,MG,2018-05-30,50050.9800000
28628530239,LILTURYDO_ 40 AC,Patos de Minas,MG,2018-05-30,50050.9800000
28628530239,LILTURYDO_ 40 AC,Patos de Minas,MG,2018-06-11,50050.9800000
28628530239,LILTURYDO_ 40 AC,Patos de Minas,MG,2018-06-11,50050.9800000
30640430239,LILTURYDO_ RW-65,Patos de Minas,MG,2018-06-12,55144.8000000
25642520236,LILTURYDO_MIW 25,Patos de Minas,MG,2018-06-21,31853.5200000
25642550236,LILTURYDO_MIW 40,Patos de Minas,MG,2018-06-21,33873.6600000
20601950231,LOIHEDORY_ 150AP,Patos de Minas,MG,2018-07-27,25121.8800000
27600040238,LOIHEDORY_ SUPER,Patos de Minas,MG,2018-07-27,21905.6400000
28628530239,LILTURYDO_ 40 AC,Patos de Minas,MG,2018-07-27,50050.9800000
32641170241,LILTURYDO_W-110T,Patos de Minas,MG,2018-08-07,74677.6800000
24623530236,LILTURYDO_MIW 65,Patos de Minas,MG,2018-08-07,39953.5200000
28628530239,LILTURYDO_ 40 AC,Patos de Minas,MG,2018-08-10,50050.9800000
27600800239,LILTURYDO_ RW-85,Patos de Minas,MG,2018-08-20,66542.0400000
28628530239,LILTURYDO_ 40 AC,Patos de Minas,MG,2018-08-20,50050.9800000
25372010237,LILTURYDO_IW 150,Patos de Minas,MG,2018-09-12,96519.6000000
24622910236,LILTURYDO_MIW 80,Patos de Minas,MG,2018-09-12,46496.1600000
28628530239,LILTURYDO_ 40 AC,Patos de Minas,MG,2018-09-27,49510.9800000
28649790239,LILTURYDO_ 25 AC,Patos de Minas,MG,2018-09-27,41453.1000000
28628530239,LILTURYDO_ 40 AC,Patos de Minas,MG,2018-09-27,50050.9800000
28628530239,LILTURYDO_ 40 AC,Patos de Minas,MG,2018-09-28,50050.9800000
28600220239,LILTURYDO_ 25 AC,Patos de Minas,MG,2018-09-28,40809.4200000
24649270236,LILTURYDO_MIW 65,Patos de Minas,MG,2018-10-26,44871.8400000
27600660238,LOIHEDORY_ SUPER,Patos de Minas,MG,2018-10-26,19746.7200000
28628530239,LILTURYDO_ 40 AC,Patos de Minas,MG,2018-10-30,50050.9800000
24646870236,LILTURYDO_MIW 80,Patos de Minas,MG,2018-10-30,52354.0800000
28628530239,LILTURYDO_ 40 AC,Patos de Minas,MG,2018-10-30,50050.9800000
19418150228,VERTICYL _ICCOLA,Patos de Minas,MG,2018-10-30,26762.4000000
28600220239,LILTURYDO_ 25 AC,Patos de Minas,MG,2018-11-06,40809.4200000
32641170241,LILTURYDO_W-110T,Patos de Minas,MG,2018-11-06,78015.9600000
27630120239,LILTURYDO_ 65 AC,Patos de Minas,MG,2018-11-27,60586.9200000
28628530239,LILTURYDO_ 40 AC,Patos de Minas,MG,2018-11-27,51514.9200000
22327200233,SEGYDORY _O 2000,Patos de Minas,MG,2018-11-30,15120.0000000
27630120239,LILTURYDO_ 65 AC,Patos de Minas,MG,2018-11-30,62460.7200000
27630120239,LILTURYDO_ 65 AC,Patos de Minas,MG,2018-12-04,60686.2800000
28628530239,LILTURYDO_ 40 AC,Patos de Minas,MG,2018-12-04,51514.9200000
27612120239,LILTURYDO_ 80 AC,Patos de Minas,MG,2018-12-13,71977.6800000
27601640239,LILTURYDO_ 65 AC,Patos de Minas,MG,2018-12-28,62460.7200000
28628530239,LILTURYDO_ 40 AC,Patos de Minas,MG,2019-01-31,51516.0000000
28628530239,LILTURYDO_ 40 AC,Patos de Minas,MG,2019-02-01,51514.9200000
29659090241,LILTURYDO_M-120T,Patos de Minas,MG,2019-02-20,56415.9600000
27600650238,LOIHEDORY_ SUPER,Patos de Minas,MG,2019-02-26,18165.0600000
28628530239,LILTURYDO_ 40 AC,Patos de Minas,MG,2019-02-26,51516.0000000
28628530239,LILTURYDO_ 40 AC,Patos de Minas,MG,2019-03-07,51516.0000000
28628530239,LILTURYDO_ 40 AC,Patos de Minas,MG,2019-03-07,51516.0000000
27630120239,LILTURYDO_ 65 AC,Patos de Minas,MG,2019-03-07,65583.0000000
25453920237,LILTURYDO_IW 120,Patos de Minas,MG,2019-04-16,70542.3600000
27660040239,LILTURYDO_ 65 AC,Patos de Minas,MG,2019-04-30,65583.0000000
25453920237,LILTURYDO_IW 120,Patos de Minas,MG,2019-05-06,70542.3600000
24666710234,DIOKRIBUI_ 75 SC,Patos de Minas,MG,2019-05-06,39042.0000000
25617980236,LILTURYDO_MIW 40,Patos de Minas,MG,2019-05-22,35580.6000000
28657770240,LILTURYDO_RW-65T,Patos de Minas,MG,2019-06-03,60750.0000000
30651030239,LILTURYDO_ RW-40,Patos de Minas,MG,2019-06-19,48874.3200000
27667080239,LILTURYDO_ 80 AC,Patos de Minas,MG,2019-07-16,73193.7600000
27660040239,LILTURYDO_ 65 AC,Patos de Minas,MG,2019-07-25,59001.4800000
28657770240,LILTURYDO_RW-65T,Patos de Minas,MG,2019-07-25,58194.7200000
20601950231,LOIHEDORY_ 150AP,Patos de Minas,MG,2019-07-30,25342.2000000
29664560241,LILTURYDO_M-90 T,Patos de Minas,MG,2019-07-31,43804.8000000
10599860229,LYNCYDORY_C-8511,Patos de Minas,MG,2019-08-13,62985.6000000
27660040239,LILTURYDO_ 65 AC,Patos de Minas,MG,2019-08-20,59022.0000000
27660040239,LILTURYDO_ 65 AC,Patos de Minas,MG,2019-08-20,56106.0000000
10599860229,LYNCYDORY_C-8511,Patos de Minas,MG,2019-08-27,60484.3200000
27660040239,LILTURYDO_ 65 AC,Patos de Minas,MG,2019-08-28,59022.0000000
43668640252,LILTURYDO_IONADA,Patos de Minas,MG,2019-09-12,31600.8000000
28669470239,LILTURYDO_ 40 AC,Patos de Minas,MG,2019-09-24,48708.0000000
27660390239,LILTURYDO_ 65 AC,Patos de Minas,MG,2019-10-03,61091.2800000
28659480239,LILTURYDO_ 40 AC,Patos de Minas,MG,2019-10-15,48708.0000000
28669470239,LILTURYDO_ 40 AC,Patos de Minas,MG,2019-10-29,48708.0000000
28669470239,LILTURYDO_ 40 AC,Patos de Minas,MG,2019-10-29,48708.0000000
27660040239,LILTURYDO_ 65 AC,Patos de Minas,MG,2019-10-29,59022.0000000
20601950231,LOIHEDORY_ 150AP,Patos de Minas,MG,2019-11-20,25342.2000000
28657770240,LILTURYDO_RW-65T,Patos de Minas,MG,2019-11-26,57823.2000000
28628530239,LILTURYDO_ 40 AC,Patos de Minas,MG,2019-12-18,48708.0000000
28666900240,LILTURYDO_RW-85T,Patos de Minas,MG,2019-12-18,74381.7600000
29664560241,LILTURYDO_M-90 T,Patos de Minas,MG,2019-12-18,43804.8000000
28628530239,LILTURYDO_ 40 AC,Patos de Minas,MG,2020-01-23,48708.0000000
27660040239,LILTURYDO_ 65 AC,Patos de Minas,MG,2020-02-05,59022.0000000
29674680241,LILTURYDO_M-90 T,Patos de Minas,MG,2020-02-05,43804.8000000
28628530239,LILTURYDO_ 40 AC,Patos de Minas,MG,2020-02-14,48708.0000000
28673960239,LILTURYDO_ 25 AC,Patos de Minas,MG,2020-02-27,41515.2000000
28628530239,LILTURYDO_ 40 AC,Patos de Minas,MG,2020-02-27,48708.0000000
27660040239,LILTURYDO_ 65 AC,Patos de Minas,MG,2020-02-28,59022.0000000
28600220239,LILTURYDO_ 25 AC,Patos de Minas,MG,2020-03-04,41515.2000000
27681220239,LILTURYDO_ 80 AC,Patos de Minas,MG,2020-03-04,62100.0000000
27600650238,LOIHEDORY_ SUPER,Patos de Minas,MG,2020-03-13,18468.0000000
27630120239,LILTURYDO_ 65 AC,Patos de Minas,MG,2020-03-17,59022.0000000
27612120239,LILTURYDO_ 80 AC,Patos de Minas,MG,2020-03-24,79175.4480000
28628530239,LILTURYDO_ 40 AC,Patos de Minas,MG,2020-03-31,48708.0000000
28628530239,LILTURYDO_ 40 AC,Patos de Minas,MG,2020-03-31,48708.0000000
28669470239,LILTURYDO_ 40 AC,Patos de Minas,MG,2020-04-08,48708.0000000
31650650240,LILTURYDO_RW-65T,Patos de Minas,MG,2020-04-08,52488.0000000
28669470239,LILTURYDO_ 40 AC,Patos de Minas,MG,2020-04-23,48708.0000000
28669470239,LILTURYDO_ 40 AC,Patos de Minas,MG,2020-04-23,48708.0000000
24649270236,LILTURYDO_MIW 65,Patos de Minas,MG,2020-04-29,45726.1200000
27630120239,LILTURYDO_ 65 AC,Patos de Minas,MG,2020-04-29,59022.0000000
28669470239,LILTURYDO_ 40 AC,Patos de Minas,MG,2020-05-15,48708.0000000
28669470239,LILTURYDO_ 40 AC,Patos de Minas,MG,2020-05-15,48708.0000000
24684940236,LILTURYDO_MIW 65,Patos de Minas,MG,2020-05-15,45727.2000000
28669470239,LILTURYDO_ 40 AC,Patos de Minas,MG,2020-05-19,48708.0000000
28600220239,LILTURYDO_ 25 AC,Patos de Minas,MG,2020-05-19,41515.2000000
24684940236,LILTURYDO_MIW 65,Patos de Minas,MG,2020-07-24,45727.2000000
28669470239,LILTURYDO_ 40 AC,Patos de Minas,MG,2020-07-24,48708.0000000
24684940236,LILTURYDO_MIW 65,Patos de Minas,MG,2020-08-25,46224.0000000
28669470239,LILTURYDO_ 40 AC,Patos de Minas,MG,2020-08-31,48708.0000000
28669470239,LILTURYDO_ 40 AC,Patos de Minas,MG,2020-08-31,48708.0000000
25453920237,LILTURYDO_IW 120,Patos de Minas,MG,2020-08-31,77400.9000000
27660040239,LILTURYDO_ 65 AC,Patos de Minas,MG,2020-09-10,59022.0000000
27660040239,LILTURYDO_ 65 AC,Patos de Minas,MG,2020-09-15,59022.0000000
28669470239,LILTURYDO_ 40 AC,Patos de Minas,MG,2020-09-17,48708.0000000
24649270236,LILTURYDO_MIW 65,Patos de Minas,MG,2020-09-17,45727.2000000
28669470239,LILTURYDO_ 40 AC,Patos de Minas,MG,2020-09-22,48708.0000000
29687710240,LILTURYDO_RW-150,Tupaciguara,MG,2020-05-26,126900.0000000
20601120231,LOIHEDORY_ 180AP,Umuarama,PR,2018-11-20,30937.1400000
26471620238,LILTURYDO_W 65CR,Xanxerê,SC,2015-04-17,54569.7000000
27600650238,LOIHEDORY_ SUPER,São Caetano do Sul,SP,2020-03-03,22871.7432000
27600650238,LOIHEDORY_ SUPER,São Caetano do Sul,SP,2020-03-03,22871.7432000
27600650238,LOIHEDORY_ SUPER,São Caetano do Sul,SP,2020-03-03,22871.7432000
27600650238,LOIHEDORY_ SUPER,São Caetano do Sul,SP,2020-03-03,22871.7432000
27600650238,LOIHEDORY_ SUPER,São Caetano do Sul,SP,2020-03-03,22871.7432000
27600650238,LOIHEDORY_ SUPER,São Caetano do Sul,SP,2020-03-03,22871.7432000
27600650238,LOIHEDORY_ SUPER,São Caetano do Sul,SP,2020-03-03,22871.7432000
27600650238,LOIHEDORY_ SUPER,São Caetano do Sul,SP,2020-03-03,22871.7432000
27600650238,LOIHEDORY_ SUPER,São Caetano do Sul,SP,2020-04-01,26626.7250000
27600650238,LOIHEDORY_ SUPER,São Caetano do Sul,SP,2020-04-01,26626.7250000
27600650238,LOIHEDORY_ SUPER,São Caetano do Sul,SP,2020-04-01,26626.7250000
27600650238,LOIHEDORY_ SUPER,São Caetano do Sul,SP,2020-04-01,26626.7250000
27600650238,LOIHEDORY_ SUPER,São Caetano do Sul,SP,2020-04-01,26626.7250000
27600650238,LOIHEDORY_ SUPER,São Caetano do Sul,SP,2020-04-01,26626.7250000
27600650238,LOIHEDORY_ SUPER,São Caetano do Sul,SP,2020-04-01,26626.7250000
27600650238,LOIHEDORY_ SUPER,São Caetano do Sul,SP,2020-04-01,26626.7250000
27600650238,LOIHEDORY_ SUPER,São Caetano do Sul,SP,2020-04-01,26626.7250000
27600650238,LOIHEDORY_ SUPER,São Caetano do Sul,SP,2020-04-01,26626.7250000
27600650238,LOIHEDORY_ SUPER,São Caetano do Sul,SP,2020-04-01,26626.7250000
27600650238,LOIHEDORY_ SUPER,São Caetano do Sul,SP,2020-04-01,26626.7250000
27600650238,LOIHEDORY_ SUPER,São Caetano do Sul,SP,2020-04-01,26626.7250000
27600650238,LOIHEDORY_ SUPER,São Caetano do Sul,SP,2020-04-01,26626.7250000
27600650238,LOIHEDORY_ SUPER,São Caetano do Sul,SP,2020-04-01,26626.7520000
22407570231,LILTURYDO_RW-85T,Nova Andradina,MS,2015-04-17,51714.7200000
22407570231,LILTURYDO_RW-85T,Nova Andradina,MS,2015-05-08,51714.7200000
24471600236,LILTURYDO_MIW 80,Nova Andradina,MS,2015-06-01,45533.3400000
22317440231,LILTURYDO_RW-65T,Nova Andradina,MS,2015-06-26,44842.1400000
21541760231,DIOKRIBUI_DER 20,Nova Andradina,MS,2016-12-01,11672.6400000
24509080234,DIOKRIBUI_ 45 SC,Nova Andradina,MS,2017-01-11,27952.0200000
21541760231,DIOKRIBUI_DER 20,Nova Andradina,MS,2017-01-24,13855.8600000
24509080234,DIOKRIBUI_ 45 SC,Nova Andradina,MS,2017-02-09,27639.3600000
21541760231,DIOKRIBUI_DER 20,Nova Andradina,MS,2017-05-15,20472.4800000
21541760231,DIOKRIBUI_DER 20,Nova Andradina,MS,2017-06-06,15603.8400000
27602330239,LILTURYDO_ RW-65,Nova Andradina,MS,2017-06-06,56347.9200000
21541760231,DIOKRIBUI_DER 20,Nova Andradina,MS,2017-06-21,15309.0000000
