CódigoItem,Descricao,Cidade Entrega,UF,Data Emissão NF,Valor
08424020,GILON 18000SGILON,Sao Caetano Do S,SP,2005-02-14,14309.27
08342020,LOIC-1300 SUPERCFC-1,Patos De Minas,MG,2005-02-18,10509.81
08700020,TMY 353 - FL1TMW 3,Patos De Minas,MG,2005-02-18,27174.51
08340020,LOIC-1800 SUPERCFC-1,Patrocinio,MG,2005-03-01,12784.66
09345020,TMY 2503 - FL2TMW 2,Pato Fundo,RS,2005-03-01,82582.89
020102020,RY-200E - FL2RW-20,Morro Agudo,SP,2005-03-02,129165.49
014657020,TMY 753 LIL - 20TMW 7,Varjao,GO,2005-03-08,62131.34
020106020,RY-250E PLUS - FLRW-25,Castilho,SP,2005-03-14,167205.73
019468020,MISTURADORA SILTOMACMISTU,Castilho,SP,2005-03-14,53600.00
016300020,LOIC-1800 H SUPERCFC-1,Altinopolis,SP,2005-03-15,14713.73
014668020,RY-200C - FLRW-20,Patos De Minas,MG,2005-03-21,97215.69
016300020,LOIC-1800 H SUPERCFC-1,Arapoti,PR,2005-04-01,18802.04
014668020,RY-200C - FLRW-20,Buritama,SP,2005-04-01,105098.04
08419020,GILON 16000 - FLGILON,Brasilandia,MS,2005-04-25,28271.37
08425020,GILON 25000SGILON,Brasilandia,MS,2005-04-25,19443.14
09380020,LEC-608 - USADALEC-6,Guaira,SP,2005-04-27,18392.16
010665020,RY-110C - FLRW-11,Jequitai,MG,2005-05-09,30215.69
08935020,RY-150C - FLRW-15,Itaquirai,MS,2005-05-13,68313.73
016300020,LOIC-1800 H SUPERCFC-1,Fortaleza,CE,2005-05-20,15423.14
016300020,LOIC-1800 H SUPERCFC-1,Fortaleza,CE,2005-05-20,15423.14
08340020,LOIC-1800 SUPERCFC-1,Sonora,MS,2005-05-20,14987.04
020106020,RY-250E PLUS - FLRW-25,Castilho,SP,2005-05-23,201169.41
020208020,VM-450 - USADAVM-45,Porto Murtinho,PR,2005-05-24,19591.45
010287020,GILON 11000 - MEGILON,Itaquirai,MS,2005-05-24,6807.20
010912020,LOIC-2000S - USADACFC-2,Araguapaz,GO,2005-05-27,18392.16
021791020,VM-70 ( CAIYA DE TRANSMISSAO MVM-70,Paulinia,SP,2005-05-30,27325.49
022469020,VM-120 COMPACT - FL1VM-12,Itapirapua,GO,2005-06-03,46678.36
08389020,TMY 603LIL - FLTMW 6,Sao Paulo,SP,2005-06-03,56139.17
022955020,LOIC-2000S -2005CFC-2,Lins,SP,2005-06-07,28376.47
09356020,VM-15 S/YVM-15,Glicerio,SP,2005-06-08,66737.26
020855020,HIPOPOTAMO 8510 - FLHIPOP,Valparaiso,SP,2005-06-09,15239.22
014668020,RY-200C - FLRW-20,Maurilandia,GO,2005-06-13,129281.91
08935020,RY-150C - FLRW-15,Nova Crixas,GO,2005-06-15,48345.10
010665020,RY-110C - FLRW-11,Buritama,SP,2005-06-15,62428.24
019702020,TMY 753 - FL2TMW 7,Ituiutaba,MG,2005-06-15,49921.57
021795020,GILON 11000 H - 2005GILON,Fortaleza,CE,2005-06-15,18733.73
021795020,GILON 11000 H - 2005GILON,Fortaleza,CE,2005-06-15,18733.73
012066020,TMY 1303C - FL2TMW 1,Inaciolandia,GO,2005-06-16,65686.27
016300020,LOIC-1800 H SUPERCFC-1,Sao Caetano Do S,SP,2005-06-20,9955.93
016300020,LOIC-1800 H SUPERCFC-1,Sao Caetano Do S,SP,2005-06-20,9955.93
016300020,LOIC-1800 H SUPERCFC-1,Sao Caetano Do S,SP,2005-06-20,9955.93
016300020,LOIC-1800 H SUPERCFC-1,Sao Caetano Do S,SP,2005-06-20,9955.93
016300020,LOIC-1800 H SUPERCFC-1,Sao Caetano Do S,SP,2005-06-20,9955.93
016300020,LOIC-1800 H SUPERCFC-1,Sao Caetano Do S,SP,2005-06-20,9955.93
08425020,GILON 25000SGILON,Brasilandia,MS,2005-06-22,19832.00
08342020,LOIC-1300 SUPERCFC-1,Nova Europa,SP,2005-06-22,10076.80
022955020,LOIC-2000S -2005CFC-2,Lins,SP,2005-06-23,28944.00
010095020,RY-150T - FLRW-15,Pontapora,MS,2005-06-23,42880.00
014102020,CMC-170 CPCMC-1,Ribas Do Rio Par,MS,2005-06-24,19842.06
08704020,TMY 603 - FL1TMW 6,Guaratingueta,SP,2005-06-27,42826.40
08700020,TMY 353 - FL1TMW 3,Belo Horizonte,MG,2005-06-30,33788.74
012189020,RY-110T - FLRW-11,Castro,PR,2005-07-01,61104.00
08700020,TMY 353 - FL1TMW 3,Varginha,MG,2005-07-01,29997.24
022720020,LEC-8511 TANDEN - FLLEC-8,Brasilandia,MS,2005-07-05,30016.00
022720020,LEC-8511 TANDEN - FLLEC-8,Brasilandia,MS,2005-07-05,30016.00
022720020,LEC-8511 TANDEN - FLLEC-8,Brasilandia,MS,2005-07-06,30016.00
019702020,TMY 753 - FL2TMW 7,Corumbaiba,GO,2005-07-06,42933.60
022720020,LEC-8511 TANDEN - FLLEC-8,Brasilandia,MS,2005-07-06,30016.00
019126020,LILC-180AP - FLCRC-1,Castro,PR,2005-07-12,19230.61
018054020,TMY 2503 CH - MTMW 2,Lins,SP,2005-07-22,91120.00
021795020,GILON 11000 H - 2005GILON,Sao Caetano Do S,SP,2005-07-22,14875.47
021795020,GILON 11000 H - 2005GILON,Sao Caetano Do S,SP,2005-07-22,14875.47
08342020,LOIC-1300 SUPERCFC-1,Canoas,RS,2005-07-28,10720.00
023163020,LEC-608 TANDEN - FLLEC-6,Cocalinho,MT,2005-07-29,28300.80
023164020,VM-120VM-12,Cocalinho,MT,2005-07-29,50920.00
016300020,LOIC-1800 H SUPERCFC-1,Castro,PR,2005-08-02,13400.00
012808020,TMY 1003 - FLTMW 1,Ituiutaba,MG,2005-08-03,72671.95
015226020,MOINHO DE FENO HAYBUSTER H-1000 - USADOMOINH,Navirai,MS,2005-08-05,29480.00
021791020,VM-70 ( CAIYA DE TRANSMISSAO MVM-70,Tatui,SP,2005-08-05,28676.00
022377020,VM-35 (TRANSMISSAO MARCHEZANI)VM-35,Jatai,GO,2005-08-16,25089.56
08427020,GILON 9000GILON,Castro,PR,2005-08-19,11952.80
010095020,RY-150T - FLRW-15,Castro,PR,2005-08-24,76380.00
023433020,VM-70 ( CAIYA DE TRANSMISSAO IVM-70,Araguatins,TO,2005-08-26,29876.64
022448020,VM-150 STANDARDVM-15,Nova Crixas,GO,2005-08-29,58960.00
08389020,TMY 603LIL - FLTMW 6,Sao Luiz Do Para,SP,2005-09-02,63624.27
017124020,CMC-100 QGCMC-1,Tatui,SP,2005-09-05,6432.00
022947020,LOIC 1300-SUPER H 2005CFC 1,Videira,SC,2005-09-08,10880.80
08342020,LOIC-1300 SUPERCFC-1,Nova Europa,SP,2005-09-15,10076.80
023433020,VM-70 ( CAIYA DE TRANSMISSAO IVM-70,Pindamonhangaba,SP,2005-09-20,9916.00
021793020,GILON 5500 MEC.GILON,Fortaleza,CE,2005-09-21,10184.00
02399020,SEGADORA MAINERO USADA -> FLSEGAD,Carambei,PR,2005-09-28,3429.86
022322020,LEC-608 - FLLEC-6,Belem,PA,2005-10-06,28944.00
022322020,LEC-608 - FLLEC-6,Belem,PA,2005-10-07,28944.00
021795020,GILON 11000 H - 2005GILON,Sao Caetano Do S,SP,2005-10-10,14351.36
021795020,GILON 11000 H - 2005GILON,Sao Caetano Do S,SP,2005-10-10,14351.36
08794020,TMY 353LIL - FLTMW 3,Patos De Minas,MG,2005-10-13,50287.52
08342020,LOIC-1300 SUPERCFC-1,Alvaro De Carval,SP,2005-10-19,18240.08
021795020,GILON 11000 H - 2005GILON,Fortaleza,CE,2005-10-21,20005.13
016300020,LOIC-1800 H SUPERCFC-1,Castro,PR,2005-10-25,13972.45
016300020,LOIC-1800 H SUPERCFC-1,Vacaria,RS,2005-10-26,16348.00
022322020,LEC-608 - FLLEC-6,Castro,PR,2005-10-26,28408.00
016300020,LOIC-1800 H SUPERCFC-1,Santana Do Livra,RS,2005-11-09,17044.80
016300020,LOIC-1800 H SUPERCFC-1,Medianeira,PR,2005-11-10,14737.86
023163020,LEC-608 TANDEN - FLLEC-6,Turvania,GO,2005-11-22,26800.00
013026020,LILC-180AP - FLCRC-1,Campinas,SP,2005-11-23,12370.88
08704020,TMY 603 - FL1TMW 6,Angatuba,SP,2005-11-24,33098.00
08704020,TMY 603 - FL1TMW 6,Angatuba,SP,2005-11-25,4288.00
010665020,RY-110C - FLRW-11,Araraquara,SP,2005-12-01,24478.74
016300020,LOIC-1800 H SUPERCFC-1,Jambeiro,SP,2005-12-02,11256.00
016300020,LOIC-1800 H SUPERCFC-1,Poco Branco,RN,2005-12-07,13400.00
08343020,LOIC-1800 SUPER (USADA)CFC-1,Itaporanga,SP,2005-12-07,11256.00
08363020,PODA PASTO 2000PODA ,Poco Branco,RN,2005-12-07,10612.80
019126020,LILC-180AP - FLCRC-1,Itaituba,PA,2005-12-07,21371.39
08700020,TMY 353 - FL1TMW 3,Coronel Pacheco,MG,2005-12-08,24120.00
08704020,TMY 603 - FL1TMW 6,Londrina,PR,2005-12-08,33768.00
08794020,TMY 353LIL - FLTMW 3,Canoas,RS,2005-12-16,31556.25
017124020,CMC-100 QGCMC-1,Francisco Beltra,PR,2005-12-21,5660.16
012189020,RY-110T - FLRW-11,Avai,SP,2005-12-21,32160.00
022394020,LEC-8511 2005LEC-8,Castro,PR,2005-12-23,38592.00
017124020,CMC-100 QGCMC-1,Estrela,RS,2005-12-29,4502.40
017124020,CMC-100 QGCMC-1,Estrela,RS,2005-12-29,4502.40
017124020,CMC-100 QGCMC-1,Estrela,RS,2005-12-29,4502.40
08342020,LOIC-1300 SUPERCFC-1,Tabatinga,SP,2006-01-11,11256.00
016300020,LOIC-1800 H SUPERCFC-1,Vacaria,RS,2006-01-11,16348.00
023433020,VM-70 ( CAIYA DE TRANSMISSAO IVM-70,Luis Eduardo Mag,BA,2006-01-25,25159.84
08340020,LOIC-1800 SUPERCFC-1,Varzea Da Palma,MG,2006-01-26,14472.00
019126020,LILC-180AP - FLCRC-1,Arapoti,PR,2006-01-31,11680.15
023458020,VM-35 (TRANSM. INPEL) ->FLVM-35,Sao Goncalo Do S,MG,2006-01-31,24120.00
017124020,CMC-100 QGCMC-1,Valparaiso,SP,2006-02-02,5788.80
017124020,CMC-100 QGCMC-1,Valparaiso,SP,2006-02-02,5788.80
022377020,VM-35 (TRANSMISSAO MARCHEZANI)VM-35,Estrela,RS,2006-02-03,10720.00
022322020,LEC-608 - FLLEC-6,Sinop,MT,2006-02-07,41339.54
08794020,TMY 353LIL - FLTMW 3,Pirassununga,SP,2006-02-08,39128.00
022955020,LOIC-2000S -2005CFC-2,Ribeirao Preto,SP,2006-02-13,11792.00
016300020,LOIC-1800 H SUPERCFC-1,Inhumas,GO,2006-02-22,13400.00
010665020,RY-110C - FLRW-11,Presidente Prude,SP,2006-02-23,50920.00
08342020,LOIC-1300 SUPERCFC-1,Sao Caetano Do S,SP,2006-03-01,7649.44
08342020,LOIC-1300 SUPERCFC-1,Sao Caetano Do S,SP,2006-03-01,7649.44
08342020,LOIC-1300 SUPERCFC-1,Sao Caetano Do S,SP,2006-03-01,7649.44
08342020,LOIC-1300 SUPERCFC-1,Sao Caetano Do S,SP,2006-03-01,7649.44
08342020,LOIC-1300 SUPERCFC-1,Sao Caetano Do S,SP,2006-03-01,7649.44
08342020,LOIC-1300 SUPERCFC-1,Sao Caetano Do S,SP,2006-03-01,7649.44
08342020,LOIC-1300 SUPERCFC-1,Sao Caetano Do S,SP,2006-03-01,7649.44
08342020,LOIC-1300 SUPERCFC-1,Sao Caetano Do S,SP,2006-03-01,7649.44
08342020,LOIC-1300 SUPERCFC-1,Sao Caetano Do S,SP,2006-03-01,7649.44
08342020,LOIC-1300 SUPERCFC-1,Sao Caetano Do S,SP,2006-03-01,7649.44
08794020,TMY 353LIL - FLTMW 3,Pirai,RJ,2006-03-03,43844.85
019126020,LILC-180AP - FLCRC-1,Mara Rosa,GO,2006-03-09,20368.00
019126020,LILC-180AP - FLCRC-1,Mara Rosa,GO,2006-03-09,20368.00
08700020,TMY 353 - FL1TMW 3,Estrela,RS,2006-03-09,12037.49
016300020,LOIC-1800 H SUPERCFC-1,Matupa,MT,2006-03-10,16993.53
010665020,RY-110C - FLRW-11,Sorriso,MT,2006-03-29,48240.00
012189020,RY-110T - FLRW-11,Avai,SP,2006-04-07,43569.11
012189020,RY-110T - FLRW-11,Avai,SP,2006-04-07,11409.12
019702020,TMY 753 - FL2TMW 7,Avai,SP,2006-04-07,38898.23
019126020,LILC-180AP - FLCRC-1,Goiania,GO,2006-04-11,20368.00
025444020,LEC-405LEC-4,Cristiano Otoni,MG,2006-04-11,30275.42
016300020,LOIC-1800 H SUPERCFC-1,Querencia,MT,2006-04-12,18492.00
014668020,RY-200C - FLRW-20,Rio Verde,GO,2006-04-13,116312.00
020855020,HIPOPOTAMO 8510 - FLHIPOP,Valparaiso,SP,2006-04-13,21761.60
022697020,RY-175C - FLRW-17,Lucas Do Rio Ver,MT,2006-04-13,69680.00
08419020,GILON 16000 - FLGILON,Anapolis,GO,2006-05-23,25460.00
08870020,TMY 753LILTMW 7,Coronel Vivida,PR,2006-05-24,44432.79
023458020,VM-35 (TRANSM. INPEL) ->FLVM-35,Patos De Minas,MG,2006-05-24,12911.17
022697020,RY-175C - FLRW-17,Gurupi,TO,2006-05-25,80400.00
022697020,RY-175C - FLRW-17,Piracanjuba,GO,2006-05-30,58960.00
024974020,RY-85T - FLRW-85,Barbosa,SP,2006-06-01,33232.00
08710020,TMY 1303 - FLTMW 1,Tupaciguara,MG,2006-06-02,77720.00
08710020,TMY 1303 - FLTMW 1,Jaborandi,BA,2006-06-06,84772.69
08704020,TMY 603 - FL1TMW 6,Mogi Das Cruzes,SP,2006-06-06,23584.00
019702020,TMY 753 - FL2TMW 7,Tupaciguara,MG,2006-06-06,45560.00
022947020,LOIC 1300-SUPER H 2005CFC 1,Iguatu,CE,2006-06-12,12805.04
022697020,RY-175C - FLRW-17,Trindade,GO,2006-06-13,64320.00
08704020,TMY 603 - FL1TMW 6,Angelica,MS,2006-06-13,32160.00
014668020,RY-200C - FLRW-20,Rio Verde De Mat,MS,2006-06-14,80400.00
019126020,LILC-180AP - FLCRC-1,Terenos,MS,2006-06-23,20368.00
023924020,RY-150C - FL1RW-15,Rancharia,SP,2006-06-26,67073.43
025850020,SMART 9000 - METRICOSMART,Carmo Do Paranai,MG,2006-07-01,13936.00
08700020,TMY 353 - FL1TMW 3,Anapolis,GO,2006-07-04,31461.59
08342020,LOIC-1300 SUPERCFC-1,Barreiras,CE,2006-07-05,12714.72
027098020,TMY 353LIL - FL1TMW 3,Bom Despacho,MG,2006-07-05,30016.00
023433020,VM-70 ( CAIYA DE TRANSMISSAO IVM-70,Quixada,CE,2006-07-05,24977.60
014668020,RY-200C - FLRW-20,Goiania,GO,2006-07-06,70725.47
08390020,TMY 753 - FLTMW 7,Goiana,MG,2006-07-07,45501.04
027306020,VM-13S/Y - MEVM-13,Iturama,MG,2006-07-07,40736.00
012189020,RY-110T - FLRW-11,Agua Clara,MS,2006-07-13,58129.74
012189020,RY-110T - FLRW-11,Jussara,GO,2006-07-14,56950.00
025993020,VM-35 PICCOLAVM-35,Iguatu,CE,2006-07-17,16685.68
024534020,RY-184-10RW-18,Goiania,GO,2006-07-18,21547.20
021794020,GILON 9000 MEC.GILON,Estrela,RS,2006-07-18,14576.52
024974020,RY-85T - FLRW-85,Cumaru Do Norte,PA,2006-07-18,35376.00
016300020,LOIC-1800 H SUPERCFC-1,Videira,SC,2006-07-20,13635.84
024974020,RY-85T - FLRW-85,Jussara,GO,2006-07-28,39095.84
016300020,LOIC-1800 H SUPERCFC-1,Piraju,SP,2006-07-31,11667.65
08363020,PODA PASTO 2000PODA ,Nanuque,MG,2006-08-01,6432.00
014102020,CMC-170 CPCMC-1,Sinop,MT,2006-08-07,18451.26
023433020,VM-70 ( CAIYA DE TRANSMISSAO IVM-70,Sinop,MT,2006-08-07,38554.48
012189020,RY-110T - FLRW-11,Porangatu,GO,2006-08-08,52777.24
027325020,LEC FLEY 608 HYDRO -> FOLEC F,Fortaleza,CE,2006-08-08,34384.40
08390020,TMY 753 - FLTMW 7,Itaja,GO,2006-08-10,41794.60
024974020,RY-85T - FLRW-85,Aracatuba,SP,2006-08-11,35431.21
027418020,RYE-40 - MERWE-4,Varzea Da Palma,MG,2006-08-16,32160.00
08390020,TMY 753 - FLTMW 7,Martinho Campos,MG,2006-08-16,44654.16
024428020,VM-120 COMPACT - FLVM-12,Varzea Da Palma,MG,2006-08-16,37225.20
025597020,RY-200C - FL1RW-20,Turvania,GO,2006-08-17,134000.00
014668020,RY-200C - FLRW-20,Coxim,MS,2006-08-28,127868.16
024974020,RY-85T - FLRW-85,Guaranta,SP,2006-08-29,41709.64
022697020,RY-175C - FLRW-17,Lucas Do Rio Ver,MT,2006-08-29,76648.00
024974020,RY-85T - FLRW-85,Piracicaba,SP,2006-09-11,17939.92
02384020,TMY 5000 - USADTMW 5,Aruana,GO,2006-09-14,18363.36
024533020,VM-120E - FLVM-12,Osasco,SP,2006-09-18,54574.45
024974020,RY-85T - FLRW-85,Dourados,MS,2006-09-19,47316.47
019702020,TMY 753 - FL2TMW 7,Dourados,MS,2006-09-21,43684.00
027111020,RYE-65 - FLRWE-6,Piracicaba,SP,2006-09-22,13952.08
023433020,VM-70 ( CAIYA DE TRANSMISSAO IVM-70,Sonora,MS,2006-09-22,13400.00
019126020,LILC-180AP - FLCRC-1,Inhumas,GO,2006-09-25,15544.00
016300020,LOIC-1800 H SUPERCFC-1,Brasilia,DF,2006-09-26,16026.40
024974020,RY-85T - FLRW-85,Turiuba,SP,2006-09-26,39197.68
019126020,LILC-180AP - FLCRC-1,Brasilia,DF,2006-09-29,20314.40
08794020,TMY 353LIL - FLTMW 3,Eloi Mendes,MG,2006-10-02,47498.71
08342020,LOIC-1300 SUPERCFC-1,Canoas,RS,2006-10-03,12006.40
021795020,GILON 11000 H - 2005GILON,Umuarama,PR,2006-10-09,16456.27
08870020,TMY 753LILTMW 7,Inhumas,GO,2006-10-10,69535.28
025919020,VM-70 PICCOLAVM-70,Valparaiso,SP,2006-10-11,27302.23
027111020,RYE-65 - FLRWE-6,Inaciolandia,GO,2006-10-17,34572.00
024974020,RY-85T - FLRW-85,Pauliceia,SP,2006-10-17,37994.90
021792020,RY-175E - FL1RW-17,Cuiaba,MT,2006-10-20,120814.94
027098020,TMY 353LIL - FL1TMW 3,Carlos Barbosa,RS,2006-10-27,31758.00
029163020,RY-150C - FL2RW-15,Barueri,SP,2006-10-30,61640.00
029315020,GILON 11000 TANDEN - METRICOGILON,Umuarama,PR,2006-10-31,16456.27
028886020,GILON 11000C - METRICOGILON,Bauru,SP,2006-10-31,18320.48
028886020,GILON 11000C - METRICOGILON,Avai,SP,2006-11-01,18320.48
019126020,LILC-180AP - FLCRC-1,Mara Rosa,GO,2006-11-06,20368.00
027400020,TMY 353 - FL2TMW 3,Guaratingueta,SP,2006-11-06,30016.00
08704020,TMY 603 - FL1TMW 6,Vila Bela Da San,MT,2006-11-13,38984.35
024241020,SMART 5500SMART,Vila Bela Da San,MT,2006-11-13,10639.60
016300020,LOIC-1800 H SUPERCFC-1,Ibitnga,SP,2006-11-14,13400.00
019126020,LILC-180AP - FLCRC-1,Mara Rosa,GO,2006-11-17,20368.00
019126020,LILC-180AP - FLCRC-1,Mara Rosa,GO,2006-11-17,20368.00
019126020,LILC-180AP - FLCRC-1,Coronel Sapucaia,MS,2006-11-24,20215.24
016300020,LOIC-1800 H SUPERCFC-1,Piranhas,GO,2006-11-30,15206.32
024974020,RY-85T - FLRW-85,Quirinopolis,GO,2006-12-01,47622.42
019126020,LILC-180AP - FLCRC-1,Querencia,MT,2006-12-08,19296.00
027418020,RYE-40 - MERWE-4,Itatiba,SP,2006-12-11,31784.80
022339020,GILON 16000GILON,Arapongas,PR,2006-12-18,19188.80
022697020,RY-175C - FLRW-17,Lucas Do Rio Ver,MT,2006-12-20,75040.00
027111020,RYE-65 - FLRWE-6,Jales,SP,2007-01-09,24656.00
024974020,RY-85T - FLRW-85,Indiapora,SP,2007-01-11,37520.00
019126020,LILC-180AP - FLCRC-1,Varzea Da Palma,MG,2007-01-22,19564.00
027400020,TMY 353 - FL2TMW 3,Paranaiguara,GO,2007-01-23,29480.00
025993020,VM-35 PICCOLAVM-35,Cruzeiro,SP,2007-01-23,17688.00
027418020,RYE-40 - MERWE-4,Quirinopolis,GO,2007-01-25,34224.99
022697020,RY-175C - FLRW-17,Inhauma,MG,2007-01-26,86665.12
024165020,GILON 16000C - MOD.2005GILON,Osasco,SP,2007-01-26,37520.00
027111020,RYE-65 - FLRWE-6,Arceburgo,MG,2007-01-30,35644.00
027111020,RYE-65 - FLRWE-6,Bastos,SP,2007-01-31,37128.72
030549020,TMY 603LIL - FL2TMW 6,Castro,PR,2007-02-08,49159.78
019126020,LILC-180AP - FLCRC-1,Penapolis,SP,2007-02-13,18224.00
027111020,RYE-65 - FLRWE-6,Nova Alvorada Do,MS,2007-02-22,35924.86
019126020,LILC-180AP - FLCRC-1,Penapolis,SP,2007-02-23,14801.64
012885020,TMY 1503 - FL2TMW 1,Uberlandia,MG,2007-03-05,56280.00
024974020,RY-85T - FLRW-85,Paranaiguara,GO,2007-03-06,25728.00
016300020,LOIC-1800 H SUPERCFC-1,Nova Crixas,GO,2007-03-07,16540.96
019126020,LILC-180AP - FLCRC-1,Fortaleza,CE,2007-03-20,17428.04
021794020,GILON 9000 MEC.GILON,Fortaleza,CE,2007-03-20,17411.96
016300020,LOIC-1800 H SUPERCFC-1,Tangara,SC,2007-03-21,12542.40
019126020,LILC-180AP - FLCRC-1,Penapolis,SP,2007-03-22,14801.64
026382020,TMY 1303 - FL2TMW 1,Pedra Preta,MT,2007-03-22,78792.00
022322020,LEC-608 - FLLEC-6,Montes Claros De,GO,2007-03-30,27720.31
022339020,GILON 16000GILON,Itu,SP,2007-03-30,29868.60
027277020,LOIC-1300 MECANICA METRICFC-1,Lages,SC,2007-04-03,13453.60
019126020,LILC-180AP - FLCRC-1,Medianeira,PR,2007-04-04,16080.00
029855020,RY-110T - FL1RW-11,Itiquira,MT,2007-04-05,54672.00
030908020,RY-200C -> FLRW-20,Sinop,MT,2007-04-10,114942.52
030908020,RY-200C -> FLRW-20,Sinop,MT,2007-04-10,114942.52
016300020,LOIC-1800 H SUPERCFC-1,Clevelandia,PR,2007-04-13,11256.00
031841020,VM-150 STANDARD - MEVM-15,Sapezal,MT,2007-04-13,41808.00
021793020,GILON 5500 MEC.GILON,Castro,PR,2007-04-17,12807.18
030908020,RY-200C -> FLRW-20,Nova Crixas,GO,2007-04-20,117920.00
013396020,TMY 504 LIL> FLTMW 5,Itirapina,SP,2007-04-20,32160.00
016300020,LOIC-1800 H SUPERCFC-1,Jaragua,GO,2007-04-23,16589.20
031458020,RY-175E - FLRW-17,Osasco,SP,2007-04-24,123151.36
024165020,GILON 16000C - MOD.2005GILON,Gurupi,TO,2007-04-24,34968.64
08348020,LILC-200AP - FLCRC-2,Montes Claros De,GO,2007-04-27,36131.76
025850020,SMART 9000 - METRICOSMART,Lages,SC,2007-04-30,11470.40
029299020,TMY 603 - FL3TMW 6,Castro,PR,2007-05-08,31893.61
021792020,RY-175E - FL1RW-17,Jatai,GO,2007-05-09,114510.49
09361020,LILC-150AP 24 FACAS - FLCRC-1,Luis Eduardo Mag,BA,2007-05-09,16080.00
027400020,TMY 353 - FL2TMW 3,Guaratingueta,SP,2007-05-09,30016.00
021794020,GILON 9000 MEC.GILON,Luis Eduardo Mag,BA,2007-05-09,16080.00
027277020,LOIC-1300 MECANICA METRICFC-1,Quixelo,CE,2007-05-10,11792.00
031744020,RYE-65RWE-6,Patos De Minas,MG,2007-05-11,33768.00
029163020,RY-150C - FL2RW-15,Jussara,GO,2007-05-16,30150.00
027111020,RYE-65 - FLRWE-6,Pires Do Rio,GO,2007-05-18,28140.00
032347020,RY-150T - FL3RW-15,Montes Claros De,GO,2007-05-23,73739.13
030930020,FEEDER 210 MOD.QUFEEDE,Novo Horizonte,SP,2007-05-24,55208.00
031458020,RY-175E - FLRW-17,Osasco,SP,2007-05-25,139511.69
026382020,TMY 1303 - FL2TMW 1,Capinopolis,MG,2007-05-30,71288.00
032343020,RY-110E - FL1RW-11,Cuiaba,MT,2007-05-30,82925.63
021795020,GILON 11000 H - 2005GILON,Cuiaba,MT,2007-05-30,25537.18
021795020,GILON 11000 H - 2005GILON,Cuiaba,MT,2007-05-30,25537.18
029315020,GILON 11000 TANDEN - METRICOGILON,Castro,PR,2007-05-31,19480.38
030908020,RY-200C -> FLRW-20,Neropolis,GO,2007-06-04,123280.00
031744020,RYE-65RWE-6,Umuarama,PR,2007-06-04,33232.00
030884020,RY-175C ROTOR ESCALORW-17,Lucas Do Rio Ver,MT,2007-06-04,75040.00
030884020,RY-175C ROTOR ESCALORW-17,Lucas Do Rio Ver,MT,2007-06-04,75040.00
031744020,RYE-65RWE-6,Santa Helena De,GO,2007-06-05,35912.00
026382020,TMY 1303 - FL2TMW 1,Jaborandi,BA,2007-06-05,85224.00
031413020,TMY 20 EYPRESSTMW 2,Batatais,SP,2007-06-05,13860.96
019126020,LILC-180AP - FLCRC-1,Paracatu,MG,2007-06-06,19296.00
025919020,VM-70 PICCOLAVM-70,Meridiano,SP,2007-06-12,21976.00
030884020,RY-175C ROTOR ESCALORW-17,Lucas Do Rio Ver,MT,2007-06-15,75040.00
030884020,RY-175C ROTOR ESCALORW-17,Lucas Do Rio Ver,MT,2007-06-15,75040.00
030908020,RY-200C -> FLRW-20,Nova Mutum,MT,2007-06-15,128640.00
030908020,RY-200C -> FLRW-20,Neropolis,GO,2007-06-21,134000.00
030884020,RY-175C ROTOR ESCALORW-17,Pedra Preta,MT,2007-06-21,88440.00
031744020,RYE-65RWE-6,Itaruma,GO,2007-06-22,36501.60
014745020,VM-450VM-45,Palmeiras De Goi,GO,2007-06-26,19028.00
031990020,RYE-40RWE-4,Colina,SP,2007-06-27,28783.20
025993020,VM-35 PICCOLAVM-35,Dourados,MT,2007-06-27,21108.22
031990020,RYE-40RWE-4,Colina,SP,2007-06-29,28783.20
030884020,RY-175C ROTOR ESCALORW-17,Lucas Do Rio Ver,MT,2007-07-02,75040.00
030908020,RY-200C -> FLRW-20,Goiania,GO,2007-07-03,125960.00
032582020,LOIC-1800 H SUPERCFC-1,Santo Antonio Do,SP,2007-07-03,14584.56
032582020,LOIC-1800 H SUPERCFC-1,Castro,PR,2007-07-04,12861.86
032582020,LOIC-1800 H SUPERCFC-1,Castro,PR,2007-07-04,12542.40
030908020,RY-200C -> FLRW-20,Nova Mutum,MT,2007-07-05,128640.00
031744020,RYE-65RWE-6,Barra Do Bugres,MT,2007-07-10,34840.00
032582020,LOIC-1800 H SUPERCFC-1,Piracicaba,SP,2007-07-12,15436.80
014745020,VM-450VM-45,Altinopolis,SP,2007-07-13,20368.00
031413020,TMY 20 EYPRESSTMW 2,Patos De Minas,MG,2007-07-18,16348.00
033694020,FEEDER 250 -> FLFEEDE,Andradina,SP,2007-07-19,93049.60
033694020,FEEDER 250 -> FLFEEDE,Andradina,SP,2007-07-19,88150.56
033762020,RY-250E PLUSRW-25,Andradina,SP,2007-07-19,168840.00
032345020,RY-110T - FL2RW-11,Vila Bela Da San,MT,2007-07-19,55208.00
032345020,RY-110T - FL2RW-11,Vila Bela Da San,MT,2007-07-19,37520.00
032013020,RY-85T - FL1RW-85,Aracatuba,SP,2007-07-20,32160.00
016300020,LOIC-1800 H SUPERCFC-1,Santa Fe De Goia,GO,2007-07-26,14445.74
